"Code","ActiveIngredients","Size","Price"
"A6850","Doxazosin (as Doxazosin mesilate) 1<U+202F>mg","28",NA
"A6851","Doxazosin (as Doxazosin mesilate) 1<U+202F>mg","28",NA
"A6852","Doxazosin (as Doxazosin mesilate) 1<U+202F>mg","28",NA
"A6853","Doxazosin (as Doxazosin mesilate) 1<U+202F>mg","28",NA
"A6854","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6855","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6856","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6857","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6858","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6859","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6860","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6861","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6862","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6863","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6864","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6865","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6866","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6867","Doxazosin (as Doxazosin mesilate) 2<U+202F>mg","28",NA
"A6868","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6869","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6870","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6871","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6872","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6873","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6874","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6875","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6876","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6877","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6878","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6879","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6880","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6881","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6882","Doxazosin (as Doxazosin mesilate) 8<U+202F>mg","28",NA
"A6883","Doxazosin (as Doxazosin mesilate) 8<U+202F>mg","28",NA
"A6884","Doxazosin (as Doxazosin mesilate) 8<U+202F>mg","28",NA
"A6885","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6886","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6887","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6888","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6889","Doxazosin (as Doxazosin mesilate) 4<U+202F>mg","28",NA
"A6890","Doxazosin (as Doxazosin mesilate) 8<U+202F>mg","28",NA
"A6891","Doxepin (as Doxepin hydrochloride) 25<U+202F>mg","28",NA
"A6892","Doxepin (as Doxepin hydrochloride) 25<U+202F>mg","28",NA
"A6893","Doxepin (as Doxepin hydrochloride) 25<U+202F>mg","28",NA
"A6894","Doxepin (as Doxepin hydrochloride) 25<U+202F>mg","28",NA
"A6895","Doxepin (as Doxepin hydrochloride) 50<U+202F>mg","28",NA
"A6896","Doxepin (as Doxepin hydrochloride) 50<U+202F>mg","28",NA
"A6897","Doxepin (as Doxepin hydrochloride) 50<U+202F>mg","28",NA
"A6898","Doxepin (as Doxepin hydrochloride) 50<U+202F>mg","28",NA
"A6899","Doxepin hydrochloride 50<U+202F>mg per 1<U+202F>gram","30",NA
"A6900","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6901","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6902","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6903","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6904","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6905","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6906","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6907","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6908","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6909","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6910","Doxorubicin hydrochloride (as Doxorubicin hydrochloride liposomal pegylated) 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6911","Doxorubicin hydrochloride (as Doxorubicin hydrochloride liposomal pegylated) 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6912","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6913","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6914","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6915","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6916","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6917","Doxorubicin hydrochloride 2<U+202F>mg per 1<U+202F>ml","1",NA
"A6918","Doxycycline (as Doxycycline hyclate) 20<U+202F>mg","56",NA
"A6919","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","10",NA
"A6920","Doxycycline (as Doxycycline monohydrate) 100<U+202F>mg","8",NA
"A6921","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6922","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6923","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6924","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6925","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6926","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6927","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6928","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6929","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","28",NA
"A6930","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6931","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","50",NA
"A6932","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6933","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","50",NA
"A6934","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6935","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","50",NA
"A6936","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6937","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6938","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","50",NA
"A6939","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","8",NA
"A6940","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","14",NA
"A6941","Doxycycline (as Doxycycline monohydrate) 40<U+202F>mg","50",NA
"A6942","Doxycycline (as Doxycycline hyclate) 140<U+202F>mg per 1<U+202F>gram","8",NA
"A6943","Doxycycline (as Doxycycline hyclate) 20<U+202F>mg per 1<U+202F>ml","50",NA
"A6944","Doxycycline (as Doxycycline hyclate) 20<U+202F>mg per 1<U+202F>ml","8",NA
"A6945","Doxycycline (as Doxycycline hyclate) 20<U+202F>mg","14",NA
"A6946","Doxycycline (as Doxycycline hyclate) 100<U+202F>mg","50",NA
"A6947","Doxycycline (as Doxycycline monohydrate) 100<U+202F>mg","8",NA
"A6948","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","50",NA
"A6949","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","8",NA
"A6950","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","50",NA
"A6951","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","8",NA
"A6952","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","14",NA
"A6953","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","56",NA
"A6954","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","2",NA
"A6955","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","5",NA
"A6956","Doxycycline (as Doxycycline hyclate) 50<U+202F>mg","5",NA
"A6957","Doxylamine succinate 10<U+202F>mg","20",NA
"A6958","Pyridoxine hydrochloride 10<U+202F>mg","20",NA
"A6959","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","20",NA
"A6960","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","60",NA
"A6961","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","20",NA
"A6962","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","60",NA
"A6963","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","20",NA
"A6964","Dronedarone (as Dronedarone hydrochloride) 400<U+202F>mg","60",NA
"A6965","Droperidol 2.5<U+202F>mg per 1<U+202F>ml","10",NA
"A6966","Droperidol 2.5<U+202F>mg per 1<U+202F>ml","10",NA
"A6967","Dulaglutide 1.5<U+202F>mg per 1<U+202F>ml","4",NA
"A6968","Dulaglutide 3<U+202F>mg per 1<U+202F>ml","4",NA
"A6969","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6970","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6971","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6972","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6973","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6974","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6975","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6976","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6977","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6978","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6979","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6980","Duloxetine (as Duloxetine hydrochloride) 20<U+202F>mg","28",NA
"A6981","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6982","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6983","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6984","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6985","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6986","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6987","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6988","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6989","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6990","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6991","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6992","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6993","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6994","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6995","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6996","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6997","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6998","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A6999","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A7000","Duloxetine (as Duloxetine hydrochloride) 30<U+202F>mg","28",NA
"A7001","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7002","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7003","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7004","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7005","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7006","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7007","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7008","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7009","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7010","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7011","Duloxetine (as Duloxetine hydrochloride) 40<U+202F>mg","56",NA
"A7012","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7013","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7014","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7015","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7016","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7017","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7018","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7019","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7020","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7021","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7022","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7023","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7024","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7025","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7026","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7027","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7028","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7029","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7030","Duloxetine (as Duloxetine hydrochloride) 60<U+202F>mg","28",NA
"A7031","Dupilumab 150<U+202F>mg per 1<U+202F>ml","2",NA
"A7032","Dupilumab 150<U+202F>mg per 1<U+202F>ml","2",NA
"A7033","Dupilumab 175<U+202F>mg per 1<U+202F>ml","6",NA
"A7034","Dupilumab 175<U+202F>mg per 1<U+202F>ml","2",NA
"A7035","Dupilumab 150<U+202F>mg per 1<U+202F>ml","2",NA
"A7036","Durvalumab 50<U+202F>mg per 1<U+202F>ml","1",NA
"A7037","Durvalumab 50<U+202F>mg per 1<U+202F>ml","1",NA
"A7038","Dutasteride 500<U+202F>microgram","30",NA
"A7039","Dutasteride 500<U+202F>microgram","30",NA
"A7040","Dutasteride 500<U+202F>microgram","30",NA
"A7041","Dutasteride 500<U+202F>microgram","30",NA
"A7042","Dutasteride 500<U+202F>microgram","30",NA
"A7043","Dutasteride 500<U+202F>microgram","30",NA
"A7044","Dutasteride 500<U+202F>microgram","30",NA
"A7045","Dutasteride 500<U+202F>microgram","30",NA
"A7046","Dutasteride 500<U+202F>microgram","30",NA
"A7047","Dutasteride 500<U+202F>microgram","30",NA
"A7048","Dutasteride 500<U+202F>microgram","30",NA
"A7049","Dutasteride 500<U+202F>microgram","30",NA
"A7050","Dutasteride 500<U+202F>microgram","30",NA
"A7051","Econazole nitrate 150<U+202F>mg","3",NA
"A7052","Econazole nitrate 150<U+202F>mg","1",NA
"A7053","Econazole nitrate 10<U+202F>mg per 1<U+202F>gram","15",NA
"A7054","Econazole nitrate 10<U+202F>mg per 1<U+202F>gram","30",NA
"A7055","Econazole nitrate 150<U+202F>mg","30",NA
"A7056","Eculizumab 10<U+202F>mg per 1<U+202F>ml","1",NA
"A7057","Edoxaban (as Edoxaban tosilate) 15<U+202F>mg","10",NA
"A7058","Edoxaban (as Edoxaban tosilate) 30<U+202F>mg","28",NA
"A7059","Edoxaban (as Edoxaban tosilate) 60<U+202F>mg","28",NA
"A7060","Efavirenz 600<U+202F>mg","30",NA
"A7061","Efavirenz 600<U+202F>mg","30",NA
"A7062","Efavirenz 600<U+202F>mg","30",NA
"A7063","Efavirenz 600<U+202F>mg","30",NA
"A7064","Efavirenz 600<U+202F>mg","30",NA
"A7065","Efavirenz 600<U+202F>mg","30",NA
"A7066","Efavirenz 50<U+202F>mg","30",NA
"A7067","Efavirenz 100<U+202F>mg","30",NA
"A7068","Efavirenz 200<U+202F>mg","90",NA
"A7069","Emtricitabine 200<U+202F>mg","30",NA
"A7070","Tenofovir disoproxil (as Tenofovir disoproxil fumarate) 245<U+202F>mg","30",NA
"A7071","Efavirenz 600<U+202F>mg","30",NA
"A7072","Emtricitabine 200<U+202F>mg","30",NA
"A7073","Tenofovir disoproxil (as Tenofovir disoproxil fumarate) 245<U+202F>mg","30",NA
"A7074","Efavirenz 600<U+202F>mg","30",NA
"A7075","Emtricitabine 200<U+202F>mg","30",NA
"A7076","Tenofovir disoproxil (as Tenofovir disoproxil fumarate) 245<U+202F>mg","30",NA
"A7077","Efavirenz 600<U+202F>mg","30",NA
"A7078","Emtricitabine 200<U+202F>mg","30",NA
"A7079","Tenofovir disoproxil (as Tenofovir disoproxil fumarate) 245<U+202F>mg","30",NA
"A7080","Efavirenz 600<U+202F>mg","30",NA
"A7081","Eflornithine (as Eflornithine hydrochloride monohydrate) 115<U+202F>mg per 1<U+202F>gram","60",NA
"A7082","Elbasvir 50<U+202F>mg","28",NA
"A7083","Grazoprevir 100<U+202F>mg","28",NA
"A7084","Eletriptan (as Eletriptan hydrobromide) 20<U+202F>mg","6",NA
"A7085","Eletriptan (as Eletriptan hydrobromide) 40<U+202F>mg","6",NA
"A7086","Eliglustat (as Eliglustat tartrate) 84.4<U+202F>mg","56",NA
"A7087","Elosulfase alfa 1<U+202F>mg per 1<U+202F>ml","1",NA
"A7088","Elotuzumab 300<U+202F>mg","1",NA
"A7089","Elotuzumab 400<U+202F>mg","1",NA
"A7090","Eltrombopag (as Eltrombopag olamine) 12.5<U+202F>mg","30",NA
"A7091","Eltrombopag (as Eltrombopag olamine) 25<U+202F>mg","28",NA
"A7092","Eltrombopag (as Eltrombopag olamine) 50<U+202F>mg","28",NA
"A7093","Eltrombopag (as Eltrombopag olamine) 75<U+202F>mg","28",NA
"A7094","Cobicistat 150<U+202F>mg","30",NA
"A7095","Elvitegravir 150<U+202F>mg","30",NA
"A7096","Emtricitabine 200<U+202F>mg","30",NA
"A7097","Tenofovir alafenamide 10<U+202F>mg","30",NA
"A7098","Cobicistat 150<U+202F>mg","30",NA
"A7099","Elvitegravir 150<U+202F>mg","30",NA
"A7100","Emtricitabine 200<U+202F>mg","30",NA
"A7101","Tenofovir disoproxil (as Tenofovir disoproxil fumarate) 245<U+202F>mg","30",NA
"A7102","Emicizumab 30<U+202F>mg per 1<U+202F>ml","1",NA
"A7103","Emicizumab 150<U+202F>mg per 1<U+202F>ml","1",NA
"A7104","Emicizumab 150<U+202F>mg per 1<U+202F>ml","1",NA
"A7105","Emicizumab 150<U+202F>mg per 1<U+202F>ml","1",NA
"A7106","Benzalkonium chloride 1<U+202F>mg per 1<U+202F>gram","200",NA
"A7107","Chlorhexidine hydrochloride 1<U+202F>mg per 1<U+202F>gram","200",NA
"A7108","Isopropyl myristate 25<U+202F>mg per 1<U+202F>gram","600",NA
"A7109","Liquid paraffin 25<U+202F>mg per 1<U+202F>gram","300",NA
"A7110","Benzalkonium chloride 1<U+202F>mg per 1<U+202F>gram","1000",NA
"A7111","Chlorhexidine hydrochloride 1<U+202F>mg per 1<U+202F>gram","500",NA
"A7112","Isopropyl myristate 25<U+202F>mg per 1<U+202F>gram","200",NA
"A7113","Liquid paraffin 25<U+202F>mg per 1<U+202F>gram","200",NA
"A7114","Benzalkonium chloride 5<U+202F>mg per 1<U+202F>gram","600",NA
"A7115","Isopropyl myristate 250<U+202F>mg per 1<U+202F>gram","300",NA
"A7116","Liquid paraffin 250<U+202F>mg per 1<U+202F>gram","1000",NA
"A7117","Benzalkonium chloride 5<U+202F>mg per 1<U+202F>gram","500",NA
"A7118","Isopropyl myristate 250<U+202F>mg per 1<U+202F>gram","200",NA
"A7119","Liquid paraffin 250<U+202F>mg per 1<U+202F>gram","200",NA
"A7120","Benzalkonium chloride 60<U+202F>mg per 1<U+202F>gram","600",NA
"A7121","Liquid paraffin light 525<U+202F>mg per 1<U+202F>gram","300",NA
"A7122","Triclosan 20<U+202F>mg per 1<U+202F>gram","1000",NA
"A7123","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","100",NA
"A7124","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7125","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","100",NA
"A7126","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7127","Purified water 690<U+202F>mg per 1<U+202F>gram","100",NA
"A7128","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","500",NA
"A7129","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7130","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","100",NA
"A7131","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7132","Purified water 690<U+202F>mg per 1<U+202F>gram","100",NA
"A7133","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","500",NA
"A7134","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","100",NA
"A7135","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","500",NA
"A7136","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","100",NA
"A7137","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7138","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","100",NA
"A7139","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7140","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","500",NA
"A7141","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7142","Purified water 690<U+202F>mg per 1<U+202F>gram","100",NA
"A7143","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","100",NA
"A7144","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7145","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","100",NA
"A7146","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7147","Purified water 690<U+202F>mg per 1<U+202F>gram","100",NA
"A7148","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","500",NA
"A7149","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","200",NA
"A7150","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","200",NA
"A7151","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","100",NA
"A7152","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7153","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","1000",NA
"A7154","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","100",NA
"A7155","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","500",NA
"A7156","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7157","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7158","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","200",NA
"A7159","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","100",NA
"A7160","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","500",NA
"A7161","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","100",NA
"A7162","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7163","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","150",NA
"A7164","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7165","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","500",NA
"A7166","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7167","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7168","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","250",NA
"A7169","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","500",NA
"A7170","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","350",NA
"A7171","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7172","Purified water 690<U+202F>mg per 1<U+202F>gram","1000",NA
"A7173","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","500",NA
"A7174","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","150",NA
"A7175","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","300",NA
"A7176","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","500",NA
"A7177","Purified water 690<U+202F>mg per 1<U+202F>gram","150",NA
"A7178","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","300",NA
"A7179","White soft paraffin 150<U+202F>mg per 1<U+202F>gram","600",NA
"A7180","Emulsifying wax 90<U+202F>mg per 1<U+202F>gram","250",NA
"A7181","Liquid paraffin 60<U+202F>mg per 1<U+202F>gram","250",NA
"A7182","Purified water 690<U+202F>mg per 1<U+202F>gram","500",NA
"A7183","Phenoxyethanol 10<U+202F>mg per 1<U+202F>gram","250",NA
